Time(s),Ch1(A),Ch2(V),Ch3(V)
9.400000000000005573e-03,-1.269766200000000067e+00,2.730679999999999913e-02,3.037836999999999829e-02
9.599999999999997424e-03,-1.269766200000000067e+00,2.048010000000000108e-02,1.604250999999999941e-02
9.800000000000003153e-03,-1.290246299999999957e+00,2.730679999999999913e-02,3.208501999999999882e-02
9.999999999999995004e-03,-1.283419599999999994e+00,1.365339999999999956e-02,1.604250999999999941e-02
1.020000000000000073e-02,-1.303899699999999884e+00,2.730679999999999913e-02,3.174368999999999802e-02
1.040000000000000646e-02,-1.303899699999999884e+00,1.365339999999999956e-02,1.501851999999999875e-02
1.059999999999999831e-02,-1.317553100000000033e+00,2.730679999999999913e-02,3.208501999999999882e-02
1.080000000000000404e-02,-1.317553100000000033e+00,2.730679999999999913e-02,2.901304999999999856e-02
1.099999999999999589e-02,-1.331206499999999959e+00,1.365339999999999956e-02,1.331186999999999995e-02
1.120000000000000162e-02,-1.324379799999999996e+00,1.365339999999999956e-02,1.331186999999999995e-02
1.139999999999999347e-02,-1.310726400000000069e+00,2.730679999999999913e-02,2.833039000000000043e-02
1.159999999999999920e-02,-1.310726400000000069e+00,2.730679999999999913e-02,2.798905999999999963e-02
1.180000000000000493e-02,-1.290246299999999957e+00,1.365339999999999956e-02,1.604250999999999941e-02
1.199999999999999678e-02,-1.290246299999999957e+00,2.730679999999999913e-02,1.740782999999999914e-02
1.220000000000000251e-02,-1.269766200000000067e+00,1.365339999999999956e-02,2.969571000000000016e-02
1.239999999999999436e-02,-1.269766200000000067e+00,2.048010000000000108e-02,2.901304999999999856e-02
1.260000000000000009e-02,-1.249286099999999955e+00,2.730679999999999913e-02,1.843181999999999807e-02
1.280000000000000582e-02,-1.256112799999999918e+00,2.730679999999999913e-02,1.877314999999999887e-02
1.299999999999999767e-02,-1.235632700000000028e+00,2.048010000000000108e-02,2.901304999999999856e-02
1.320000000000000340e-02,-1.235632700000000028e+00,1.365339999999999956e-02,1.160521999999999943e-02
1.339999999999999525e-02,-1.215152599999999916e+00,2.730679999999999913e-02,2.730639999999999804e-02
1.360000000000000098e-02,-1.215152599999999916e+00,2.730679999999999913e-02,1.262921000000000009e-02
1.380000000000000671e-02,-1.194672500000000026e+00,1.365339999999999956e-02,3.310901000000000122e-02
1.399999999999999856e-02,-1.194672500000000026e+00,2.048010000000000108e-02,2.867171999999999776e-02
1.420000000000000429e-02,-1.181019099999999877e+00,1.365339999999999956e-02,1.126389000000000036e-02
1.439999999999999614e-02,-1.181019099999999877e+00,2.048010000000000108e-02,1.126389000000000036e-02
1.460000000000000187e-02,-1.167365699999999951e+00,1.365339999999999956e-02,2.594107999999999831e-02
1.479999999999999372e-02,-1.167365699999999951e+00,1.365339999999999956e-02,2.389310000000000045e-02
1.499999999999999944e-02,-1.146885600000000061e+00,2.048010000000000108e-02,9.215909999999999033e-03
1.520000000000000517e-02,-1.146885600000000061e+00,2.048010000000000108e-02,2.082113000000000019e-02
