Time(s),Ch1(A),Ch2(V)
1.999999999999998307e-03,-1.228806000000000065e+00,-4.027753000000000028e-01
2.049999999999999739e-03,-1.228806000000000065e+00,-4.164286999999999850e-01
2.100000000000001171e-03,-1.228806000000000065e+00,-4.027753000000000028e-01
2.149999999999999134e-03,-1.235632700000000028e+00,-4.232554000000000038e-01
2.200000000000000566e-03,-1.228806000000000065e+00,-4.300820999999999672e-01
2.249999999999998529e-03,-1.235632700000000028e+00,-4.096019999999999661e-01
2.299999999999999961e-03,-1.242459399999999992e+00,-4.300820999999999672e-01
2.350000000000001393e-03,-1.235632700000000028e+00,-4.164286999999999850e-01
2.399999999999999356e-03,-1.242459399999999992e+00,-4.164286999999999850e-01
2.450000000000000788e-03,-1.249286099999999955e+00,-4.300820999999999672e-01
2.499999999999998751e-03,-1.249286099999999955e+00,-4.232554000000000038e-01
2.550000000000000183e-03,-1.242459399999999992e+00,-4.369087999999999861e-01
2.600000000000001615e-03,-1.249286099999999955e+00,-4.369087999999999861e-01
2.649999999999999578e-03,-1.256112799999999918e+00,-4.300820999999999672e-01
