Time(s),Ch1(A),Ch2(V),Ch3(V)
1.635000000000000342e-02,-5.256558999999999537e-01,2.628241000000000049e-01,6.826699999999999782e-03
1.639999999999999791e-02,-5.188291999999999904e-01,2.594107999999999969e-01,6.144029999999999977e-03
1.644999999999999934e-02,-5.256558999999999537e-01,2.730640000000000289e-01,-6.144029999999999977e-03
1.650000000000000078e-02,-5.256558999999999537e-01,2.662374000000000129e-01,-6.826699999999999782e-03
1.655000000000000221e-02,-5.324826000000000281e-01,2.798905999999999894e-01,9.557380000000000736e-03
1.660000000000000364e-02,-5.324826000000000281e-01,2.798905999999999894e-01,-1.365340000000000043e-03
1.664999999999999813e-02,-5.324826000000000281e-01,3.003704000000000374e-01,5.461360000000000173e-03
1.669999999999999957e-02,-5.324826000000000281e-01,3.003704000000000374e-01,-1.024005000000000054e-02
1.675000000000000100e-02,-5.393092999999999915e-01,2.833038999999999974e-01,4.778690000000000368e-03
1.680000000000000243e-02,-5.393092999999999915e-01,2.867172000000000054e-01,-8.192040000000001126e-03
1.685000000000000386e-02,-5.461359999999999548e-01,2.662374000000000129e-01,5.461360000000000173e-03
1.690000000000000530e-02,-5.461359999999999548e-01,2.798905999999999894e-01,-4.778690000000000368e-03
1.694999999999999979e-02,-5.461359999999999548e-01,2.730640000000000289e-01,3.413349999999999891e-03
1.700000000000000122e-02,-5.461359999999999548e-01,2.867172000000000054e-01,3.413349999999999891e-03
1.705000000000000265e-02,-5.529627000000000292e-01,2.764773000000000369e-01,-6.144029999999999977e-03
1.710000000000000409e-02,-5.529627000000000292e-01,2.730640000000000289e-01,-7.509370000000000454e-03
1.715000000000000552e-02,-5.529627000000000292e-01,2.628241000000000049e-01,4.778690000000000368e-03
1.720000000000000001e-02,-5.529627000000000292e-01,2.696507000000000209e-01,-4.778690000000000368e-03
1.725000000000000144e-02,-5.597893999999999926e-01,2.594107999999999969e-01,4.096020000000000563e-03
1.730000000000000288e-02,-5.597893999999999926e-01,2.696507000000000209e-01,-8.874710000000000931e-03
1.735000000000000431e-02,-5.666160999999999559e-01,2.525842000000000365e-01,4.778690000000000368e-03
1.740000000000000574e-02,-5.666160999999999559e-01,2.594107999999999969e-01,-6.144029999999999977e-03
1.745000000000000023e-02,-5.734428000000000303e-01,2.389310000000000045e-01,2.730680000000000086e-03
1.750000000000000167e-02,-5.666160999999999559e-01,2.321044000000000163e-01,-5.461360000000000173e-03
1.755000000000000310e-02,-5.734428000000000303e-01,2.628241000000000049e-01,1.228805999999999995e-02
1.760000000000000453e-02,-5.734428000000000303e-01,2.594107999999999969e-01,4.778690000000000368e-03
1.765000000000000596e-02,-5.802694999999999936e-01,2.696507000000000209e-01,-6.144029999999999977e-03
1.770000000000000046e-02,-5.802694999999999936e-01,2.594107999999999969e-01,5.461360000000000173e-03
1.775000000000000189e-02,-5.802694999999999936e-01,2.628241000000000049e-01,-5.461360000000000173e-03
1.780000000000000332e-02,-5.802694999999999936e-01,2.662374000000000129e-01,-1.160539000000000015e-02
1.785000000000000475e-02,-5.870961999999999570e-01,2.389310000000000045e-01,4.096020000000000563e-03
1.789999999999999925e-02,-5.802694999999999936e-01,2.423443000000000125e-01,8.192040000000001126e-03
1.795000000000000068e-02,-5.939229000000000314e-01,2.559974999999999890e-01,-6.826699999999999782e-03
1.800000000000000211e-02,-5.939229000000000314e-01,2.389310000000000045e-01,-5.461360000000000173e-03
1.805000000000000354e-02,-5.939229000000000314e-01,2.559974999999999890e-01,7.509370000000000454e-03
1.810000000000000497e-02,-5.939229000000000314e-01,2.594107999999999969e-01,-8.874710000000000931e-03
1.814999999999999947e-02,-6.007495999999999947e-01,2.457576000000000205e-01,6.826699999999999782e-03
1.820000000000000090e-02,-6.007495999999999947e-01,2.355177000000000243e-01,5.461360000000000173e-03
1.825000000000000233e-02,-6.007495999999999947e-01,2.525842000000000365e-01,-7.509370000000000454e-03
1.830000000000000376e-02,-6.075762999999999581e-01,2.525842000000000365e-01,-8.192040000000001126e-03
1.835000000000000520e-02,-6.075762999999999581e-01,2.355177000000000243e-01,6.144029999999999977e-03
1.839999999999999969e-02,-6.075762999999999581e-01,2.423443000000000125e-01,-1.092272000000000035e-02
1.845000000000000112e-02,-6.144030000000000324e-01,2.286911000000000083e-01,5.461360000000000173e-03
1.850000000000000255e-02,-6.144030000000000324e-01,2.389310000000000045e-01,6.826699999999999782e-03
1.855000000000000399e-02,-6.212296999999999958e-01,2.252778000000000003e-01,-7.509370000000000454e-03
1.860000000000000542e-02,-6.144030000000000324e-01,2.218645000000000200e-01,-5.461360000000000173e-03
1.864999999999999991e-02,-6.212296999999999958e-01,2.389310000000000045e-01,6.826699999999999782e-03
1.870000000000000134e-02,-6.212296999999999958e-01,2.389310000000000045e-01,8.192040000000001126e-03
1.875000000000000278e-02,-6.280563999999999591e-01,2.286911000000000083e-01,-6.144029999999999977e-03
1.880000000000000421e-02,-6.280563999999999591e-01,2.286911000000000083e-01,-8.192040000000001126e-03
1.885000000000000564e-02,-6.348831000000000335e-01,2.116246000000000238e-01,6.826699999999999782e-03
1.890000000000000013e-02,-6.280563999999999591e-01,2.286911000000000083e-01,-8.874710000000000931e-03
1.895000000000000157e-02,-6.348831000000000335e-01,2.116246000000000238e-01,8.192040000000001126e-03
1.900000000000000300e-02,-6.348831000000000335e-01,2.252778000000000003e-01,-1.024005000000000054e-02
1.905000000000000443e-02,-6.417097999999999969e-01,2.082113000000000158e-01,8.192040000000001126e-03
1.910000000000000586e-02,-6.417097999999999969e-01,2.218645000000000200e-01,-8.874710000000000931e-03
1.915000000000000036e-02,-6.417097999999999969e-01,2.116246000000000238e-01,6.144029999999999977e-03
1.920000000000000179e-02,-6.417097999999999969e-01,2.116246000000000238e-01,-1.160539000000000015e-02
1.925000000000000322e-02,-6.485364999999999602e-01,2.252778000000000003e-01,6.144029999999999977e-03
1.930000000000000465e-02,-6.485364999999999602e-01,2.252778000000000003e-01,-9.557380000000000736e-03
1.935000000000000608e-02,-6.553632000000000346e-01,2.047980000000000078e-01,2.730680000000000086e-03
1.940000000000000058e-02,-6.485364999999999602e-01,2.082113000000000158e-01,-1.024005000000000054e-02
1.945000000000000201e-02,-6.553632000000000346e-01,1.979714000000000196e-01,4.778690000000000368e-03
1.950000000000000344e-02,-6.553632000000000346e-01,2.116246000000000238e-01,-6.826699999999999782e-03
1.955000000000000487e-02,-6.621898999999999980e-01,1.945581000000000116e-01,7.509370000000000454e-03
1.959999999999999937e-02,-6.621898999999999980e-01,1.945581000000000116e-01,-8.192040000000001126e-03
1.965000000000000080e-02,-6.621898999999999980e-01,1.809049000000000074e-01,6.144029999999999977e-03
1.970000000000000223e-02,-6.621898999999999980e-01,1.877315000000000234e-01,-8.874710000000000931e-03
1.975000000000000366e-02,-6.690165999999999613e-01,1.706650000000000111e-01,6.144029999999999977e-03
1.980000000000000510e-02,-6.690165999999999613e-01,1.774915999999999994e-01,-7.509370000000000454e-03
1.984999999999999959e-02,-6.758432999999999247e-01,1.843182000000000154e-01,7.509370000000000454e-03
1.990000000000000102e-02,-6.758432999999999247e-01,1.774915999999999994e-01,-7.509370000000000454e-03
1.995000000000000245e-02,-6.758432999999999247e-01,1.843182000000000154e-01,8.874710000000000931e-03
2.000000000000000389e-02,-6.758432999999999247e-01,1.809049000000000074e-01,-6.144029999999999977e-03
2.005000000000000532e-02,-6.826699999999999990e-01,1.740783000000000191e-01,9.557380000000000736e-03
2.009999999999999981e-02,-6.758432999999999247e-01,1.877315000000000234e-01,-8.192040000000001126e-03
2.015000000000000124e-02,-6.826699999999999990e-01,1.672517000000000031e-01,3.413349999999999891e-03
2.020000000000000268e-02,-6.826699999999999990e-01,1.672517000000000031e-01,-9.557380000000000736e-03
2.025000000000000411e-02,-6.894966999999999624e-01,1.809049000000000074e-01,8.192040000000001126e-03
2.030000000000000554e-02,-6.894966999999999624e-01,1.774915999999999994e-01,4.096020000000000563e-03
2.035000000000000003e-02,-6.963233999999999257e-01,1.604251000000000149e-01,-5.461360000000000173e-03
2.040000000000000147e-02,-6.963233999999999257e-01,1.672517000000000031e-01,-6.826699999999999782e-03
2.045000000000000290e-02,-6.963233999999999257e-01,1.501852000000000187e-01,4.778690000000000368e-03
2.050000000000000433e-02,-6.963233999999999257e-01,1.604251000000000149e-01,4.096020000000000563e-03
2.055000000000000576e-02,-7.031501000000000001e-01,1.672517000000000031e-01,-6.826699999999999782e-03
2.060000000000000026e-02,-7.031501000000000001e-01,1.706650000000000111e-01,-6.826699999999999782e-03
2.065000000000000169e-02,-7.099767999999999635e-01,1.843182000000000154e-01,4.778690000000000368e-03
2.070000000000000312e-02,-7.031501000000000001e-01,1.843182000000000154e-01,3.413349999999999891e-03
2.075000000000000455e-02,-7.099767999999999635e-01,1.706650000000000111e-01,-6.826699999999999782e-03
2.080000000000000598e-02,-7.099767999999999635e-01,1.740783000000000191e-01,-4.778690000000000368e-03
2.085000000000000048e-02,-7.168034999999999268e-01,1.638383999999999951e-01,4.096020000000000563e-03
2.090000000000000191e-02,-7.168034999999999268e-01,1.706650000000000111e-01,2.730680000000000086e-03
2.095000000000000334e-02,-7.236302000000000012e-01,1.535984999999999989e-01,-5.461360000000000173e-03
2.100000000000000477e-02,-7.168034999999999268e-01,1.535984999999999989e-01,-1.024005000000000054e-02
2.104999999999999927e-02,-7.236302000000000012e-01,1.331187000000000065e-01,6.826700000000000216e-04
2.110000000000000070e-02,-7.236302000000000012e-01,1.331187000000000065e-01,8.192040000000001126e-03
2.115000000000000213e-02,-7.304568999999999646e-01,1.535984999999999989e-01,-2.730680000000000086e-03
2.120000000000000356e-02,-7.236302000000000012e-01,1.399452999999999947e-01,-5.461360000000000173e-03
2.125000000000000500e-02,-7.304568999999999646e-01,1.570118000000000069e-01,6.826699999999999782e-03
2.129999999999999949e-02,-7.304568999999999646e-01,1.638383999999999951e-01,3.413349999999999891e-03
2.135000000000000092e-02,-7.372835999999999279e-01,1.535984999999999989e-01,-3.413349999999999891e-03
2.140000000000000235e-02,-7.372835999999999279e-01,1.570118000000000069e-01,6.826699999999999782e-03
2.145000000000000379e-02,-7.372835999999999279e-01,1.740783000000000191e-01,-2.730680000000000086e-03
2.150000000000000522e-02,-7.372835999999999279e-01,1.740783000000000191e-01,-5.461360000000000173e-03
2.154999999999999971e-02,-7.441103000000000023e-01,1.535984999999999989e-01,6.826699999999999782e-03
2.160000000000000114e-02,-7.441103000000000023e-01,1.570118000000000069e-01,2.730680000000000086e-03
2.165000000000000258e-02,-7.509369999999999656e-01,1.467719000000000107e-01,-4.096020000000000563e-03
2.170000000000000401e-02,-7.441103000000000023e-01,1.501852000000000187e-01,4.096020000000000563e-03
2.175000000000000544e-02,-7.509369999999999656e-01,1.604251000000000149e-01,-8.192040000000001126e-03
2.179999999999999993e-02,-7.509369999999999656e-01,1.501852000000000187e-01,-8.192040000000001126e-03
2.185000000000000137e-02,-7.577636999999999290e-01,1.433586000000000027e-01,3.413349999999999891e-03
2.190000000000000280e-02,-7.577636999999999290e-01,1.365320000000000145e-01,-5.461360000000000173e-03
2.195000000000000423e-02,-7.577636999999999290e-01,1.433586000000000027e-01,7.509370000000000454e-03
2.200000000000000566e-02,-7.577636999999999290e-01,1.433586000000000027e-01,-9.557380000000000736e-03
2.205000000000000016e-02,-7.714170999999999667e-01,1.262921000000000182e-01,4.096020000000000563e-03
