Time(s),Ch1(V),Ch2(A)
-7.999999999999951594e-04,-1.365319999999999867e-01,-6.826599999999999335e-01
-7.800000000000029132e-04,-1.365319999999999867e-01,-6.826599999999999335e-01
-7.599999999999967892e-04,-1.365319999999999867e-01,-6.826599999999999335e-01
-7.399999999999906652e-04,-1.365319999999999867e-01,-6.826599999999999335e-01
-7.199999999999984190e-04,-1.023989999999999900e-01,-6.485269999999999646e-01
-6.999999999999922951e-04,-1.023989999999999900e-01,-6.485269999999999646e-01
-6.800000000000000488e-04,-1.023989999999999900e-01,-6.485269999999999646e-01
-6.599999999999939249e-04,-1.023989999999999900e-01,-6.485269999999999646e-01
-6.400000000000016787e-04,-1.023989999999999900e-01,-6.485269999999999646e-01
-6.199999999999955547e-04,-1.023989999999999900e-01,-6.485269999999999646e-01
-6.000000000000033085e-04,-6.826599999999999335e-02,-6.143939999999998847e-01
-5.799999999999971845e-04,-6.826599999999999335e-02,-6.485269999999999646e-01
-5.599999999999910605e-04,-1.023989999999999900e-01,-6.143939999999998847e-01
-5.399999999999988143e-04,-6.826599999999999335e-02,-6.143939999999998847e-01
-5.199999999999926903e-04,-6.826599999999999335e-02,-6.143939999999998847e-01
-5.000000000000004441e-04,-6.826599999999999335e-02,-6.143939999999998847e-01
-4.799999999999943201e-04,-6.826599999999999335e-02,-6.143939999999998847e-01
-4.600000000000020739e-04,-6.826599999999999335e-02,-5.802609999999999157e-01
-4.399999999999959499e-04,-3.413299999999999668e-02,-5.802609999999999157e-01
-4.200000000000037037e-04,-6.826599999999999335e-02,-5.802609999999999157e-01
-3.999999999999975797e-04,-6.826599999999999335e-02,-5.802609999999999157e-01
-3.799999999999914557e-04,-3.413299999999999668e-02,-5.802609999999999157e-01
-3.599999999999992095e-04,-3.413299999999999668e-02,-5.461279999999999468e-01
-3.399999999999930855e-04,-3.413299999999999668e-02,-5.802609999999999157e-01
-3.200000000000008393e-04,-3.413299999999999668e-02,-5.461279999999999468e-01
-2.999999999999947153e-04,-3.413299999999999668e-02,-5.461279999999999468e-01
-2.800000000000024691e-04,-3.413299999999999668e-02,-5.461279999999999468e-01
-2.599999999999963451e-04,-3.413299999999999668e-02,-5.461279999999999468e-01
-2.400000000000040989e-04,0.000000000000000000e+00,-5.461279999999999468e-01
-2.199999999999979750e-04,0.000000000000000000e+00,-5.461279999999999468e-01
-1.999999999999918510e-04,-3.413299999999999668e-02,-5.119949999999999779e-01
-1.799999999999996048e-04,0.000000000000000000e+00,-5.119949999999999779e-01
-1.599999999999934808e-04,0.000000000000000000e+00,-5.119949999999999779e-01
-1.400000000000012346e-04,0.000000000000000000e+00,-5.119949999999999779e-01
-1.199999999999951106e-04,0.000000000000000000e+00,-5.119949999999999779e-01
-1.000000000000028644e-04,0.000000000000000000e+00,-5.119949999999999779e-01
-7.999999999999674039e-05,0.000000000000000000e+00,-5.119949999999999779e-01
-5.999999999999061639e-05,0.000000000000000000e+00,-4.778619999999999535e-01
-3.999999999999837019e-05,0.000000000000000000e+00,-4.778619999999999535e-01
-1.999999999999224620e-05,0.000000000000000000e+00,-4.778619999999999535e-01
0.000000000000000000e+00,0.000000000000000000e+00,-4.778619999999999535e-01
2.000000000000612399e-05,0.000000000000000000e+00,-4.778619999999999535e-01
3.999999999999837019e-05,0.000000000000000000e+00,-4.778619999999999535e-01
6.000000000000449418e-05,0.000000000000000000e+00,-4.437289999999999290e-01
7.999999999999674039e-05,0.000000000000000000e+00,-4.437289999999999290e-01
1.000000000000028644e-04,0.000000000000000000e+00,-4.437289999999999290e-01
1.200000000000089884e-04,3.413299999999999668e-02,-4.437289999999999290e-01
1.400000000000012346e-04,0.000000000000000000e+00,-4.437289999999999290e-01
1.600000000000073586e-04,0.000000000000000000e+00,-4.437289999999999290e-01
1.799999999999996048e-04,3.413299999999999668e-02,-4.437289999999999290e-01
2.000000000000057288e-04,0.000000000000000000e+00,-4.437289999999999290e-01
2.199999999999979750e-04,3.413299999999999668e-02,-4.095959999999999601e-01
2.400000000000040989e-04,3.413299999999999668e-02,-4.095959999999999601e-01
2.599999999999963451e-04,3.413299999999999668e-02,-4.095959999999999601e-01
2.800000000000024691e-04,0.000000000000000000e+00,-4.095959999999999601e-01
3.000000000000085931e-04,3.413299999999999668e-02,-4.095959999999999601e-01
3.200000000000008393e-04,3.413299999999999668e-02,-4.095959999999999601e-01
3.400000000000069633e-04,3.413299999999999668e-02,-4.095959999999999601e-01
3.599999999999992095e-04,3.413299999999999668e-02,-4.095959999999999601e-01
3.800000000000053335e-04,3.413299999999999668e-02,-3.754629999999999912e-01
