Time(s),Ch1(A),Ch2(V),Ch3(V)
1.566000000000000031e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,8.874710000000000931e-03
1.566100000000000131e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,3.413349999999999891e-03
1.566199999999999884e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,3.413349999999999891e-03
1.566299999999999984e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,-1.365340000000000043e-03
1.566400000000000084e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,-1.365340000000000043e-03
1.566500000000000184e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,-4.096020000000000563e-03
1.566599999999999937e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,-4.778690000000000368e-03
1.566700000000000037e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,-7.509370000000000454e-03
1.566800000000000137e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,-6.826699999999999782e-03
1.566899999999999890e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,-2.730680000000000086e-03
1.566999999999999990e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,-2.048010000000000282e-03
1.567100000000000090e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,4.778690000000000368e-03
1.567200000000000190e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,4.778690000000000368e-03
1.567299999999999943e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,9.557380000000000736e-03
1.567400000000000043e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,9.557380000000000736e-03
1.567500000000000143e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,1.092272000000000035e-02
1.567599999999999896e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,1.160539000000000015e-02
1.567699999999999996e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,8.874710000000000931e-03
1.567800000000000096e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,8.192040000000001126e-03
1.567900000000000196e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,5.461360000000000173e-03
1.567999999999999949e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,4.778690000000000368e-03
1.568100000000000049e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,1.365340000000000043e-03
1.568200000000000149e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,1.365340000000000043e-03
1.568299999999999902e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,-2.048010000000000282e-03
1.568400000000000002e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,-1.365340000000000043e-03
1.568500000000000102e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,-4.096020000000000563e-03
1.568600000000000202e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,-5.461360000000000173e-03
1.568699999999999956e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,-1.365340000000000043e-03
1.568800000000000056e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,-6.826700000000000216e-04
1.568900000000000156e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,4.096020000000000563e-03
1.568999999999999909e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,4.778690000000000368e-03
1.569100000000000009e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,8.874710000000000931e-03
1.569200000000000109e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,8.874710000000000931e-03
1.569299999999999862e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,1.160539000000000015e-02
1.569399999999999962e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,1.092272000000000035e-02
1.569500000000000062e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,8.874710000000000931e-03
1.569600000000000162e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,8.874710000000000931e-03
1.569699999999999915e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,4.096020000000000563e-03
1.569800000000000015e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,4.096020000000000563e-03
1.569900000000000115e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,0.000000000000000000e+00
1.569999999999999868e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,0.000000000000000000e+00
1.570099999999999968e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,-4.778690000000000368e-03
1.570200000000000068e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,-4.778690000000000368e-03
1.570300000000000168e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,-8.874710000000000931e-03
1.570399999999999921e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,-8.874710000000000931e-03
1.570500000000000021e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,-1.092272000000000035e-02
1.570600000000000121e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,-1.024005000000000054e-02
1.570699999999999874e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,-4.778690000000000368e-03
1.570799999999999974e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,-4.778690000000000368e-03
1.570900000000000074e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,1.365340000000000043e-03
1.571000000000000174e-02,-8.533374999999999710e-01,-4.130093000000000236e-01,2.048010000000000282e-03
1.571099999999999927e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,4.778690000000000368e-03
1.571200000000000027e-02,-8.601641999999999344e-01,-4.130093000000000236e-01,6.144029999999999977e-03
