Time(s),Ch1(V),Ch2(A)
-1.199999999999999678e-02,-2.218644999999999978e+00,-2.662373999999999796e+00
-1.179999999999999105e-02,-2.321043999999999663e+00,-2.798905999999999672e+00
-1.159999999999998532e-02,-2.321043999999999663e+00,-2.798905999999999672e+00
-1.139999999999999347e-02,-2.423442999999999792e+00,-2.901304999999999801e+00
-1.119999999999998774e-02,-2.423442999999999792e+00,-2.901304999999999801e+00
-1.099999999999999589e-02,-2.525841999999999921e+00,-3.003703999999999930e+00
-1.079999999999999016e-02,-2.594107999999999858e+00,-3.037836999999999676e+00
-1.059999999999999831e-02,-2.491708999999999730e+00,-2.969570999999999739e+00
-1.039999999999999258e-02,-2.491708999999999730e+00,-2.969570999999999739e+00
-1.019999999999998685e-02,-2.389309999999999601e+00,-2.867171999999999610e+00
-9.999999999999995004e-03,-2.389309999999999601e+00,-2.833038999999999863e+00
-9.799999999999989275e-03,-2.286910999999999916e+00,-2.730639999999999734e+00
-9.599999999999997424e-03,-2.286910999999999916e+00,-2.730639999999999734e+00
-9.399999999999991696e-03,-2.184511999999999787e+00,-2.628240999999999605e+00
-9.199999999999985967e-03,-2.184511999999999787e+00,-2.628240999999999605e+00
-8.999999999999994116e-03,-2.082112999999999658e+00,-2.525841999999999921e+00
-8.799999999999988387e-03,-2.082112999999999658e+00,-2.491708999999999730e+00
-8.599999999999996536e-03,-1.979713999999999752e+00,-2.389309999999999601e+00
-8.399999999999990807e-03,-1.979713999999999752e+00,-2.389309999999999601e+00
-8.199999999999985079e-03,-1.843181999999999876e+00,-2.286910999999999916e+00
-7.999999999999993228e-03,-1.843181999999999876e+00,-2.286910999999999916e+00
-7.799999999999987499e-03,-1.774915999999999716e+00,-2.150378999999999596e+00
-7.599999999999995648e-03,-1.774915999999999716e+00,-2.184511999999999787e+00
-7.399999999999989919e-03,-1.706649999999999778e+00,-2.082112999999999658e+00
-7.199999999999998068e-03,-1.706649999999999778e+00,-2.082112999999999658e+00
-6.999999999999992339e-03,-1.604250999999999872e+00,-1.945580999999999783e+00
-6.799999999999986611e-03,-1.638383999999999840e+00,-1.945580999999999783e+00
-6.599999999999994760e-03,-1.501851999999999965e+00,-1.843181999999999876e+00
-6.399999999999989031e-03,-1.501851999999999965e+00,-1.843181999999999876e+00
-6.199999999999997180e-03,-1.399452999999999836e+00,-1.740782999999999747e+00
-5.999999999999991451e-03,-1.399452999999999836e+00,-1.740782999999999747e+00
-5.799999999999985723e-03,-1.297053999999999929e+00,-1.638383999999999840e+00
-5.599999999999993872e-03,-1.262920999999999960e+00,-1.638383999999999840e+00
-5.399999999999988143e-03,-1.160521999999999831e+00,-1.535984999999999934e+00
-5.199999999999996292e-03,-1.194654999999999800e+00,-1.535984999999999934e+00
-4.999999999999990563e-03,-1.058122999999999925e+00,-1.433585999999999805e+00
-4.799999999999984834e-03,-1.058122999999999925e+00,-1.433585999999999805e+00
-4.599999999999992983e-03,-9.557239999999999069e-01,-1.331186999999999898e+00
-4.399999999999987255e-03,-9.215909999999999380e-01,-1.331186999999999898e+00
-4.199999999999995404e-03,-8.533249999999998892e-01,-1.228787999999999769e+00
-3.999999999999989675e-03,-8.874579999999998581e-01,-1.228787999999999769e+00
-3.799999999999997824e-03,-8.191919999999999202e-01,-1.126388999999999863e+00
-3.599999999999992095e-03,-8.191919999999999202e-01,-1.126388999999999863e+00
-3.399999999999986366e-03,-8.533249999999998892e-01,-1.023989999999999956e+00
-3.199999999999994515e-03,-8.533249999999998892e-01,-1.023989999999999956e+00
-2.999999999999988787e-03,-7.850589999999999513e-01,-8.874579999999998581e-01
-2.799999999999996936e-03,-7.850589999999999513e-01,-9.215909999999999380e-01
-2.599999999999991207e-03,-6.826599999999999335e-01,-8.191919999999999202e-01
-2.399999999999985478e-03,-6.826599999999999335e-01,-7.850589999999999513e-01
-2.199999999999993627e-03,-5.802609999999999157e-01,-6.826599999999999335e-01
-1.999999999999987899e-03,-5.802609999999999157e-01,-6.826599999999999335e-01
-1.799999999999996048e-03,-4.778619999999999535e-01,-5.802609999999999157e-01
-1.599999999999990319e-03,-4.778619999999999535e-01,-5.802609999999999157e-01
-1.399999999999984590e-03,-3.413299999999999668e-01,-5.119949999999999779e-01
-1.199999999999992739e-03,-3.413299999999999668e-01,-4.778619999999999535e-01
-9.999999999999870104e-04,-2.389309999999999767e-01,-3.754629999999999912e-01
-7.999999999999951594e-04,-2.389309999999999767e-01,-3.754629999999999912e-01
-5.999999999999894307e-04,-1.023989999999999900e-01,-3.071969999999999423e-01
-3.999999999999975797e-04,-1.023989999999999900e-01,-3.071969999999999423e-01
-1.999999999999918510e-04,-3.413299999999999668e-02,-2.047979999999999801e-01
1.387778780781445676e-17,0.000000000000000000e+00,-2.047979999999999801e-01
2.000000000000057288e-04,6.826599999999999335e-02,-1.023989999999999900e-01
4.000000000000114575e-04,6.826599999999999335e-02,-1.023989999999999900e-01
6.000000000000033085e-04,3.413299999999999668e-02,0.000000000000000000e+00
8.000000000000090372e-04,6.826599999999999335e-02,3.413299999999999668e-02
1.000000000000014766e-03,1.023989999999999900e-01,1.023989999999999900e-01
1.200000000000006617e-03,1.023989999999999900e-01,1.023989999999999900e-01
1.400000000000012346e-03,1.706649999999999834e-01,2.047979999999999801e-01
1.600000000000004197e-03,1.706649999999999834e-01,2.389309999999999767e-01
1.800000000000009925e-03,2.730639999999999734e-01,3.071969999999999423e-01
