Time(s),Ch1(A),Ch2(V),Ch3(V)
1.366000000000000027e-02,-8.874710000000000099e-01,-4.130093000000000236e-01,6.826700000000000216e-04
1.366500000000000006e-02,-8.942976999999999732e-01,-4.130093000000000236e-01,-9.557380000000000736e-03
1.366999999999999986e-02,-8.874710000000000099e-01,-4.130093000000000236e-01,1.365340000000000043e-03
1.367499999999999966e-02,-8.874710000000000099e-01,-4.130093000000000236e-01,-4.778690000000000368e-03
1.367999999999999945e-02,-8.806442999999999355e-01,-4.130093000000000236e-01,-7.509370000000000454e-03
1.368500000000000098e-02,-8.874710000000000099e-01,-4.130093000000000236e-01,3.413349999999999891e-03
1.369000000000000078e-02,-8.806442999999999355e-01,-4.130093000000000236e-01,3.413349999999999891e-03
1.369500000000000058e-02,-8.874710000000000099e-01,-4.130093000000000236e-01,-1.024005000000000054e-02
1.370000000000000037e-02,-8.874710000000000099e-01,-4.130093000000000236e-01,-8.874710000000000931e-03
1.370500000000000017e-02,-8.806442999999999355e-01,-4.130093000000000236e-01,2.730680000000000086e-03
1.370999999999999996e-02,-8.874710000000000099e-01,-4.130093000000000236e-01,-6.144029999999999977e-03
1.371499999999999976e-02,-8.806442999999999355e-01,-4.130093000000000236e-01,2.730680000000000086e-03
1.371999999999999956e-02,-8.874710000000000099e-01,-4.130093000000000236e-01,4.778690000000000368e-03
1.372500000000000109e-02,-8.806442999999999355e-01,-4.130093000000000236e-01,-5.461360000000000173e-03
1.373000000000000088e-02,-8.874710000000000099e-01,-4.130093000000000236e-01,-9.557380000000000736e-03
1.373500000000000068e-02,-8.806442999999999355e-01,-4.130093000000000236e-01,5.461360000000000173e-03
1.374000000000000048e-02,-8.806442999999999355e-01,-4.130093000000000236e-01,6.144029999999999977e-03
1.374500000000000027e-02,-8.874710000000000099e-01,-4.130093000000000236e-01,-4.096020000000000563e-03
1.375000000000000007e-02,-8.874710000000000099e-01,-4.130093000000000236e-01,-6.826700000000000216e-04
