Time(s),Voltage(V)
-4.639999999999999680e+00,-3.584699999999999692e-02
-4.634999999999999787e+00,2.389799999999999910e-02
-4.629999999999999893e+00,2.901899999999999966e-02
-4.625000000000000000e+00,-3.072599999999999984e-02
-4.620000000000000107e+00,-3.243299999999999655e-02
-4.615000000000000213e+00,3.072599999999999984e-02
-4.610000000000000320e+00,2.560499999999999929e-02
-4.605000000000000426e+00,-3.584699999999999692e-02
-4.599999999999999645e+00,-2.731199999999999947e-02
-4.594999999999999751e+00,2.731199999999999947e-02
-4.589999999999999858e+00,-3.243299999999999655e-02
-4.584999999999999964e+00,2.560499999999999929e-02
-4.580000000000000071e+00,3.072599999999999984e-02
-4.575000000000000178e+00,-2.901899999999999966e-02
-4.570000000000000284e+00,-3.413999999999999674e-02
-4.565000000000000391e+00,3.072599999999999984e-02
-4.559999999999999609e+00,2.219099999999999892e-02
-4.554999999999999716e+00,-3.072599999999999984e-02
-4.549999999999999822e+00,-2.389799999999999910e-02
-4.544999999999999929e+00,2.901899999999999966e-02
-4.540000000000000036e+00,-3.755399999999999711e-02
-4.535000000000000142e+00,3.072599999999999984e-02
-4.530000000000000249e+00,3.413999999999999674e-02
-4.525000000000000355e+00,-3.072599999999999984e-02
-4.519999999999999574e+00,-3.413999999999999674e-02
-4.514999999999999680e+00,3.243299999999999655e-02
-4.509999999999999787e+00,2.389799999999999910e-02
-4.504999999999999893e+00,-3.072599999999999984e-02
-4.500000000000000000e+00,-2.901899999999999966e-02
-4.495000000000000107e+00,3.243299999999999655e-02
-4.490000000000000213e+00,-3.072599999999999984e-02
-4.485000000000000320e+00,2.731199999999999947e-02
-4.480000000000000426e+00,3.413999999999999674e-02
-4.474999999999999645e+00,-2.731199999999999947e-02
-4.469999999999999751e+00,-3.072599999999999984e-02
-4.464999999999999858e+00,3.413999999999999674e-02
-4.459999999999999964e+00,2.901899999999999966e-02
-4.455000000000000071e+00,-3.413999999999999674e-02
-4.450000000000000178e+00,-2.389799999999999910e-02
-4.445000000000000284e+00,3.584699999999999692e-02
-4.439999999999999503e+00,-3.413999999999999674e-02
-4.434999999999999609e+00,2.560499999999999929e-02
-4.429999999999999716e+00,3.584699999999999692e-02
-4.424999999999999822e+00,-3.413999999999999674e-02
-4.419999999999999929e+00,-3.584699999999999692e-02
-4.415000000000000036e+00,2.901899999999999966e-02
-4.410000000000000142e+00,2.389799999999999910e-02
-4.405000000000000249e+00,-3.413999999999999674e-02
-4.400000000000000355e+00,-2.219099999999999892e-02
-4.394999999999999574e+00,3.243299999999999655e-02
-4.389999999999999680e+00,-3.584699999999999692e-02
-4.384999999999999787e+00,2.901899999999999966e-02
-4.379999999999999893e+00,3.755399999999999711e-02
-4.375000000000000000e+00,-2.901899999999999966e-02
-4.370000000000000107e+00,-3.584699999999999692e-02
-4.365000000000000213e+00,3.243299999999999655e-02
-4.360000000000000320e+00,2.389799999999999910e-02
-4.355000000000000426e+00,-3.755399999999999711e-02
-4.349999999999999645e+00,-2.901899999999999966e-02
-4.344999999999999751e+00,3.755399999999999711e-02
-4.339999999999999858e+00,-3.584699999999999692e-02
-4.334999999999999964e+00,2.731199999999999947e-02
-4.330000000000000071e+00,3.072599999999999984e-02
-4.325000000000000178e+00,-2.560499999999999929e-02
-4.320000000000000284e+00,-3.243299999999999655e-02
-4.314999999999999503e+00,3.584699999999999692e-02
-4.309999999999999609e+00,2.901899999999999966e-02
-4.304999999999999716e+00,-3.072599999999999984e-02
-4.299999999999999822e+00,-2.731199999999999947e-02
-4.294999999999999929e+00,3.243299999999999655e-02
-4.290000000000000036e+00,-3.243299999999999655e-02
-4.285000000000000142e+00,3.243299999999999655e-02
-4.280000000000000249e+00,3.413999999999999674e-02
-4.275000000000000355e+00,-3.072599999999999984e-02
-4.269999999999999574e+00,-3.072599999999999984e-02
-4.264999999999999680e+00,2.901899999999999966e-02
-4.259999999999999787e+00,3.072599999999999984e-02
-4.254999999999999893e+00,-3.072599999999999984e-02
-4.250000000000000000e+00,-2.731199999999999947e-02
-4.245000000000000107e+00,3.584699999999999692e-02
-4.240000000000000213e+00,-3.243299999999999655e-02
-4.235000000000000320e+00,2.560499999999999929e-02
-4.230000000000000426e+00,2.901899999999999966e-02
-4.224999999999999645e+00,-2.901899999999999966e-02
-4.219999999999999751e+00,-3.243299999999999655e-02
-4.214999999999999858e+00,3.243299999999999655e-02
-4.209999999999999964e+00,2.901899999999999966e-02
-4.205000000000000071e+00,-3.584699999999999692e-02
-4.200000000000000178e+00,-2.901899999999999966e-02
-4.195000000000000284e+00,2.901899999999999966e-02
-4.189999999999999503e+00,-3.072599999999999984e-02
-4.184999999999999609e+00,2.560499999999999929e-02
-4.179999999999999716e+00,2.901899999999999966e-02
-4.174999999999999822e+00,-2.901899999999999966e-02
-4.169999999999999929e+00,-3.755399999999999711e-02
-4.165000000000000036e+00,3.413999999999999674e-02
-4.160000000000000142e+00,2.389799999999999910e-02
-4.155000000000000249e+00,-3.584699999999999692e-02
-4.150000000000000355e+00,-2.731199999999999947e-02
-4.144999999999999574e+00,3.755399999999999711e-02
-4.139999999999999680e+00,-3.755399999999999711e-02
-4.134999999999999787e+00,3.072599999999999984e-02
-4.129999999999999893e+00,3.243299999999999655e-02
-4.125000000000000000e+00,-3.243299999999999655e-02
-4.120000000000000107e+00,-3.072599999999999984e-02
-4.115000000000000213e+00,3.413999999999999674e-02
-4.110000000000000320e+00,2.731199999999999947e-02
-4.105000000000000426e+00,-3.072599999999999984e-02
-4.099999999999999645e+00,-2.901899999999999966e-02
-4.094999999999999751e+00,3.413999999999999674e-02
-4.089999999999999858e+00,-3.413999999999999674e-02
-4.084999999999999964e+00,2.731199999999999947e-02
-4.080000000000000071e+00,3.243299999999999655e-02
-4.075000000000000178e+00,-3.243299999999999655e-02
-4.070000000000000284e+00,-3.413999999999999674e-02
-4.064999999999999503e+00,3.413999999999999674e-02
-4.059999999999999609e+00,2.731199999999999947e-02
-4.054999999999999716e+00,-3.413999999999999674e-02
-4.049999999999999822e+00,-2.560499999999999929e-02
-4.044999999999999929e+00,3.072599999999999984e-02
-4.040000000000000036e+00,-3.413999999999999674e-02
-4.035000000000000142e+00,2.731199999999999947e-02
-4.030000000000000249e+00,3.072599999999999984e-02
-4.025000000000000355e+00,-3.755399999999999711e-02
-4.019999999999999574e+00,-3.755399999999999711e-02
-4.014999999999999680e+00,3.072599999999999984e-02
-4.009999999999999787e+00,2.560499999999999929e-02
-4.004999999999999893e+00,-3.413999999999999674e-02
-4.000000000000000000e+00,-2.560499999999999929e-02
-3.995000000000000107e+00,3.243299999999999655e-02
-3.990000000000000213e+00,-3.584699999999999692e-02
-3.984999999999999876e+00,3.413999999999999674e-02
-3.979999999999999982e+00,3.243299999999999655e-02
-3.975000000000000089e+00,-3.072599999999999984e-02
-3.969999999999999751e+00,-3.413999999999999674e-02
-3.964999999999999858e+00,3.243299999999999655e-02
-3.959999999999999964e+00,2.731199999999999947e-02
-3.955000000000000071e+00,-3.584699999999999692e-02
-3.950000000000000178e+00,-3.243299999999999655e-02
-3.945000000000000284e+00,3.243299999999999655e-02
-3.939999999999999947e+00,-3.243299999999999655e-02
-3.935000000000000053e+00,3.243299999999999655e-02
-3.929999999999999716e+00,3.243299999999999655e-02
-3.924999999999999822e+00,-2.731199999999999947e-02
-3.919999999999999929e+00,-3.072599999999999984e-02
-3.915000000000000036e+00,3.243299999999999655e-02
-3.910000000000000142e+00,2.731199999999999947e-02
-3.905000000000000249e+00,-3.243299999999999655e-02
-3.899999999999999911e+00,-2.389799999999999910e-02
-3.895000000000000018e+00,3.243299999999999655e-02
-3.889999999999999680e+00,-3.243299999999999655e-02
-3.884999999999999787e+00,2.560499999999999929e-02
-3.879999999999999893e+00,3.072599999999999984e-02
-3.875000000000000000e+00,-3.413999999999999674e-02
-3.870000000000000107e+00,-3.243299999999999655e-02
-3.865000000000000213e+00,3.243299999999999655e-02
-3.859999999999999876e+00,2.560499999999999929e-02
-3.854999999999999982e+00,-3.413999999999999674e-02
-3.849999999999999645e+00,-2.389799999999999910e-02
-3.844999999999999751e+00,3.584699999999999692e-02
-3.839999999999999858e+00,-3.584699999999999692e-02
-3.834999999999999964e+00,2.389799999999999910e-02
-3.830000000000000071e+00,3.243299999999999655e-02
-3.825000000000000178e+00,-3.072599999999999984e-02
-3.820000000000000284e+00,-3.926099999999999729e-02
-3.814999999999999947e+00,3.072599999999999984e-02
-3.810000000000000053e+00,2.389799999999999910e-02
-3.804999999999999716e+00,-3.413999999999999674e-02
-3.799999999999999822e+00,-2.560499999999999929e-02
-3.794999999999999929e+00,3.243299999999999655e-02
-3.790000000000000036e+00,-3.584699999999999692e-02
-3.785000000000000142e+00,2.901899999999999966e-02
-3.780000000000000249e+00,3.243299999999999655e-02
-3.774999999999999911e+00,-3.072599999999999984e-02
